item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
I00237,O0970,P0200,2,90296.95,50,False
I00238,O0545,P0283,5,69429.06,37,False
I00239,O0131,P0133,1,82127.57,42,False
I00240,O0130,P0074,4,95498.69,46,False
I00241,O0655,P0190,2,22876.25,29,False
I00242,O0188,P0225,3,57044.31,17,False
I00243,O0976,P0220,5,64555.24,14,False
I00244,O0313,P0045,3,10921.43,5,False
I00245,O0650,P0041,1,138575.29,10,False
I00246,O0590,P0030,1,140997.78,31,False
I00247,O0828,P0006,4,81173.46,8,False
I00248,O0492,P0255,5,25343.27,34,False
I00249,O0715,P0064,4,21426.55,47,True
I00250,O0008,P0218,5,40838.32,47,False
I00251,O0678,P0271,5,131120.51,10,False
I00252,O0691,P0269,2,78413.23,8,False
I00253,O0527,P0181,1,78327.42,23,False
I00254,O0994,P0058,3,643.45,34,False
I00255,O0872,P0061,3,23515.91,13,False
I00256,O0003,P0292,4,56028.59,41,False
I00257,O0528,P0019,4,60200.54,3,False
I00258,O0365,P0004,5,57723.78,6,False
I00259,O0006,P0180,2,85795.94,27,False
I00260,O0504,P0102,1,109657.29,26,False
I00261,O0127,P0250,1,45805.92,14,False
I00262,O0482,P0203,3,45143.03,11,False
I00263,O0550,P0138,1,133429.34,28,False
I00264,O0166,P0072,3,37021.96,45,False
I00265,O0204,P0057,2,110657.77,26,False
I00266,O0762,P0170,1,65279.91,30,False
I00267,O0983,P0137,1,121317.67,43,False
I00268,O0732,P0066,3,49206.38,25,False
I00269,O0514,P0200,2,75009.3,1,False
I00270,O0130,P0080,3,65383.72,15,False
I00271,O0054,P0176,4,87121.02,27,False
I00272,O0492,P0149,3,70149.81,15,False
I00273,O0633,P0079,5,71780.82,7,False
I00274,O0885,P0135,2,24495.17,30,False
I00275,O0724,P0053,5,33923.61,37,False
I00276,O0645,P0077,2,96061.76,17,False
I00277,O0197,P0075,4,57904.59,3,True
I00278,O0390,P0209,5,19656.21,14,False
I00279,O0228,P0173,4,25956.14,41,False
I00280,O0053,P0156,1,16921.11,22,False
I00281,O0729,P0215,2,22462.93,2,False
I00282,O0001,P0027,3,96806.54,38,False
I00283,O0104,P0221,2,100146.85,21,False
I00284,O0312,P0058,1,729.23,49,False
I00285,O0883,P0067,3,144979.46,47,False
I00286,O0798,P0271,5,138785.36,13,False
I00287,O0599,P0197,1,81321.25,47,False
I00288,O0617,P0062,1,77584.73,41,False
I00289,O0838,P0098,2,129960.76,4,False
I00290,O0965,P0280,5,11591.8,48,False
I00291,O0207,P0274,2,103370.44,35,False
I00292,O0729,P0130,5,148171.84,28,False
I00293,O0645,P0061,4,24411.69,32,False
I00294,O0810,P0012,2,21446.81,8,False
I00295,O0297,P0024,5,44725.29,12,False
I00296,O0759,P0204,4,127097.65,4,False
I00297,O0170,P0225,5,61558.41,25,False
I00298,O0622,P0140,2,40290.04,13,False
I00299,O0607,P0005,5,100358.52,33,False
I00300,O0266,P0156,2,16859.0,7,False
I00301,O0176,P0115,1,123136.01,40,False
I00302,O0152,P0143,2,91892.24,41,False
I00303,O0255,P0108,5,124465.51,40,False
I00304,O0620,P0189,3,145870.69,35,False
I00305,O0271,P0069,4,5930.81,3,False
I00306,O0641,P0006,3,81850.23,11,False
I00307,O0263,P0009,5,118525.8,49,False
I00308,O0598,P0055,4,87290.34,40,False
I00309,O0650,P0283,2,65715.21,17,False
I00310,O0209,P0298,4,23958.7,46,False
I00311,O0445,P0189,2,121787.48,11,False
I00312,O0471,P0095,2,64588.55,46,False
I00313,O0185,P0145,1,49454.61,25,False
I00314,O0704,P0097,1,13489.03,29,False
I00315,O0931,P0207,1,1450.68,48,False
I00316,O0828,P0007,5,90567.77,7,False
I00317,O0847,P0007,1,100901.92,17,False
I00318,O0147,P0007,1,83136.81,47,False
I00319,O0838,P0174,1,65653.35,36,False
I00320,O0914,P0228,2,79385.91,15,False
I00321,O0058,P0279,3,29566.78,2,False
I00322,O0106,P0279,3,36793.86,26,False
I00323,O0146,P0001,2,112120.79,9,True
I00324,O0362,P0147,2,103370.02,43,False
I00325,O0906,P0058,4,615.81,6,False
I00326,O0980,P0145,3,42434.32,23,False
I00327,O0946,P0044,1,95581.02,33,False
I00328,O0343,P0093,4,47392.91,19,False
I00329,O0640,P0147,3,91773.79,31,False
I00330,O0678,P0189,3,146100.78,4,False
I00331,O0808,P0002,2,56064.67,9,False
I00332,O0400,P0229,4,121183.02,27,False
I00333,O0983,P0143,2,96841.26,11,False
I00334,O0786,P0198,3,103879.07,44,False
I00335,O0997,P0212,5,126391.66,41,False
I00336,O0944,P0126,4,49600.1,34,False
I00337,O0505,P0273,5,48930.88,37,False
I00338,O0733,P0216,5,107309.44,47,False
I00339,O0225,P0045,2,10560.57,1,False
I00340,O0372,P0286,4,101342.82,3,False
I00341,O0934,P0179,3,100568.57,8,False
I00342,O0302,P0236,2,107003.87,26,False
I00343,O0249,P0108,2,107039.19,44,False
I00344,O0721,P0074,4,108030.27,27,False
I00345,O0381,P0028,1,53350.82,38,False
I00346,O0892,P0081,1,119459.01,15,False
I00347,O0079,P0007,5,91437.7,48,False
I00348,O0187,P0241,2,23300.95,19,False
I00349,O0482,P0211,3,107786.88,0,False
I00350,O0294,P0057,2,128623.8,38,False
I00351,O0770,P0089,5,128774.83,27,False
I00352,O0697,P0233,5,46588.87,36,False
I00353,O0514,P0157,2,7520.76,5,False
I00354,O0535,P0194,2,65932.44,3,False
I00355,O0225,P0201,2,298.99,38,False
I00356,O0862,P0040,4,77799.59,25,False
I00357,O0848,P0195,2,129652.21,27,False
I00358,O0200,P0139,1,70345.03,49,False
I00359,O0867,P0172,1,107122.69,6,False
I00360,O0067,P0109,5,113448.17,12,True
I00361,O0565,P0104,1,84939.77,36,False
I00362,O0579,P0023,5,14573.46,3,False
I00363,O0323,P0048,3,23640.21,18,True
I00364,O0982,P0204,5,123209.0,46,False
I00365,O0365,P0067,1,148270.04,32,False
I00366,O0104,P0258,2,21179.03,30,True
I00367,O0601,P0020,3,67487.6,5,False
I00368,O0907,P0048,2,26815.29,41,False
I00369,O0145,P0083,5,115016.12,41,False
I00370,O0536,P0175,4,67346.71,23,False
I00371,O0639,P0221,1,108261.46,24,False
I00372,O0245,P0107,5,47025.98,36,False
I00373,O0643,P0255,1,21661.47,19,False
I00374,O0561,P0045,4,10924.67,18,False
I00375,O0166,P0035,3,18998.84,4,False
I00376,O0184,P0236,3,119868.53,48,False
I00377,O0898,P0227,2,91256.51,31,False
I00378,O0041,P0187,3,120849.1,43,False
I00379,O0133,P0226,3,29671.24,20,False
I00380,O0383,P0043,4,129072.23,43,False
I00381,O0044,P0030,2,141261.22,9,False
I00382,O0874,P0054,3,82844.24,4,False
I00383,O0229,P0199,4,119976.37,29,False
I00384,O0658,P0274,4,103000.15,6,False
I00385,O0940,P0204,4,109313.85,20,False
I00386,O0351,P0249,2,68716.52,17,False
I00387,O0466,P0020,5,63594.79,40,False
I00388,O0219,P0164,5,101508.61,24,False
I00389,O0064,P0186,4,34992.87,13,False
I00390,O0889,P0012,4,21092.8,5,False
I00391,O0146,P0036,3,94083.08,45,False
I00392,O0463,P0215,5,28695.07,11,False
I00393,O0851,P0028,1,59508.38,48,False
I00394,O0305,P0085,2,133052.27,30,False
I00395,O0549,P0083,4,113911.24,24,False
I00396,O0843,P0006,5,74251.93,4,False
I00397,O0741,P0297,5,61276.32,46,False
I00398,O0761,P0163,1,136558.93,9,False
I00399,O0512,P0163,1,145059.12,16,False
I00400,O0534,P0002,4,68727.24,40,False
I00401,O0461,P0297,1,62641.71,12,False
I00402,O0431,P0280,2,10007.33,13,False
I00403,O0976,P0098,5,111578.41,23,False
I00404,O0017,P0155,3,92487.38,44,False
I00405,O0512,P0234,4,89904.96,34,False
I00406,O0437,P0268,3,12611.79,27,False
I00407,O0383,P0091,5,3153.06,24,False
I00408,O0292,P0224,3,83211.01,6,False
I00409,O0090,P0054,1,83914.6,26,False
I00410,O0107,P0255,5,21365.63,28,False
I00411,O0516,P0298,1,28555.0,13,False
I00412,O0229,P0233,5,45695.23,30,False
I00413,O0974,P0064,3,26288.19,26,False
I00414,O0930,P0203,1,49802.44,32,False
I00415,O0291,P0138,3,142421.03,26,False
I00416,O0690,P0124,1,127540.52,0,False
I00417,O0027,P0079,3,76983.66,47,False
I00418,O0615,P0163,3,141041.39,27,False
I00419,O0248,P0285,4,67341.86,3,False
I00420,O0821,P0296,4,133979.22,46,False
I00421,O0178,P0207,3,1589.45,6,False
I00422,O0728,P0065,5,86971.0,25,False
I00423,O0864,P0134,5,43086.27,5,False
I00424,O0096,P0014,4,121013.51,9,True
I00425,O0029,P0279,1,28641.02,46,False
I00426,O0134,P0233,3,52229.61,14,False
I00427,O0305,P0100,5,130409.02,50,False
I00428,O0388,P0134,1,51030.34,40,False
I00429,O0024,P0297,1,65676.91,7,False
I00430,O0110,P0073,3,24016.28,4,False
I00431,O0507,P0186,2,38016.0,1,False
I00432,O0424,P0038,4,116023.75,43,False
I00433,O0430,P0193,3,16981.08,10,False
I00434,O0185,P0153,1,4858.57,40,False
I00435,O0622,P0017,1,141677.11,30,False
I00436,O0629,P0280,1,11642.66,7,False
I00437,O0198,P0016,5,32025.71,9,True
I00438,O0222,P0187,1,94921.43,8,False
I00439,O0226,P0043,2,137725.53,5,False
I00440,O0357,P0283,3,77720.6,27,False
I00441,O0525,P0205,2,118110.37,45,False
I00442,O0288,P0202,1,59759.98,19,False
I00443,O0170,P0106,4,73496.9,38,False
I00444,O0766,P0140,3,45993.02,27,False
I00445,O0205,P0291,3,71298.25,4,False
I00446,O0461,P0086,1,120160.36,26,False
I00447,O0301,P0272,3,69796.81,20,False
I00448,O0440,P0096,3,31152.56,23,False
I00449,O0381,P0075,3,60057.17,0,False
I00450,O0735,P0169,2,23421.18,14,False
I00451,O0576,P0034,4,48877.74,13,False
I00452,O0106,P0288,3,68792.98,42,False
I00453,O0077,P0294,4,101350.93,20,False
I00454,O0203,P0101,1,75590.45,17,False
I00455,O0432,P0062,1,71422.13,37,False
I00456,O0393,P0122,5,104652.53,50,True
I00457,O0877,P0295,1,126521.65,25,False
I00458,O0038,P0274,5,118044.08,4,False
I00459,O0482,P0049,4,104128.07,48,False
I00460,O0355,P0205,1,122368.79,39,False
I00461,O0049,P0202,3,54811.78,41,False
I00462,O0991,P0063,3,56695.81,14,False
I00463,O0049,P0006,2,68590.46,44,False
I00464,O0742,P0224,2,67431.76,23,False
I00465,O0836,P0276,1,27984.31,16,False
I00466,O0905,P0023,1,13822.51,16,False
I00467,O0338,P0195,3,150932.78,37,False
I00468,O0472,P0062,2,62429.91,37,False
I00469,O0910,P0212,4,133531.19,15,False
I00470,O0592,P0245,4,128939.33,46,False
I00471,O0495,P0116,1,41689.45,5,False
I00472,O0362,P0286,2,96544.73,13,False
I00473,O0712,P0040,1,65181.24,0,False
I00474,O0687,P0111,4,16065.83,6,False
I00475,O0349,P0107,5,41749.67,20,False
I00476,O0779,P0160,4,46926.31,6,False
I00477,O0937,P0067,2,128827.93,28,False
I00478,O0889,P0263,2,113311.34,17,False
I00479,O0434,P0085,3,139206.24,6,False
I00480,O0151,P0237,1,41677.52,29,False
I00481,O0192,P0137,1,120660.24,22,False
I00482,O0272,P0061,5,24500.72,9,False
I00483,O0407,P0258,4,17034.17,17,False
I00484,O0379,P0051,1,16167.03,27,False
I00485,O0199,P0151,2,18723.56,33,False
I00486,O0623,P0253,5,16532.83,41,False
I00487,O0255,P0057,2,137543.86,36,False
I00488,O0273,P0123,1,122591.28,39,False
I00489,O0717,P0208,4,80771.54,44,False
I00490,O0275,P0254,2,66362.71,40,False
I00491,O0295,P0148,1,66174.81,44,False
I00492,O0638,P0245,3,143146.5,10,False
I00493,O0323,P0036,2,111241.43,9,False
I00494,O0986,P0007,4,80848.2,16,False
I00495,O0903,P0040,2,82067.73,38,False
I00496,O0361,P0243,5,63246.56,30,True
I00497,O0113,P0024,1,44927.26,14,False
I00498,O0538,P0258,2,21062.91,6,False
I00499,O0312,P0172,4,113490.95,34,False
I00500,O0264,P0250,3,37750.28,22,False
I00501,O0309,P0171,5,85698.48,38,False
I00502,O0496,P0058,3,738.19,1,False
I00503,O0152,P0211,2,92905.63,31,False
I00504,O0032,P0126,5,56353.98,23,False
I00505,O0212,P0046,2,121633.8,6,False
I00506,O0989,P0141,5,71195.68,33,False
I00507,O0180,P0136,3,110396.89,26,False
I00508,O0968,P0142,3,102540.27,44,False
I00509,O0352,P0063,4,65172.91,50,False
I00510,O0812,P0178,3,84913.26,43,False
I00511,O0151,P0239,2,123285.23,35,False
I00512,O0681,P0084,3,53620.98,18,False
I00513,O0016,P0233,1,54702.7,7,False
I00514,O0055,P0251,3,25156.67,0,True
I00515,O0052,P0129,2,2254.95,32,False
I00516,O0682,P0288,2,64729.94,9,False
I00517,O0751,P0101,4,66560.76,14,False
I00518,O0033,P0243,3,60066.97,24,False
I00519,O0433,P0205,1,144788.45,38,False
I00520,O0319,P0089,5,146956.75,37,False
I00521,O0143,P0103,3,125744.87,19,False
I00522,O0313,P0044,3,109122.41,34,False
I00523,O0188,P0193,4,17353.55,44,False
I00524,O0321,P0258,3,19123.65,26,False
I00525,O0985,P0211,4,105245.48,49,True
I00526,O0432,P0046,2,118919.06,15,False
I00527,O0595,P0263,3,125940.56,36,False
I00528,O0899,P0151,1,17674.4,25,False
I00529,O0687,P0004,4,67814.04,29,False
I00530,O0860,P0028,1,66474.71,41,False
I00531,O0110,P0171,5,73113.99,30,False
I00532,O0708,P0170,1,73149.14,32,False
I00533,O0758,P0028,2,61825.78,31,False
I00534,O0140,P0115,2,123848.51,0,False
I00535,O0825,P0249,5,61570.32,0,False
I00536,O0157,P0062,5,63546.27,30,False
I00537,O0026,P0259,4,25008.9,19,False
I00538,O0415,P0248,2,139827.88,34,False
I00539,O0267,P0225,5,51246.06,1,False
I00540,O0190,P0073,2,28252.56,34,False
I00541,O0206,P0244,4,71082.71,37,False
I00542,O0505,P0189,3,145563.28,6,False
I00543,O0476,P0214,4,21331.74,7,False
I00544,O0578,P0200,1,73228.21,41,False
I00545,O0915,P0228,1,76552.18,8,False
I00546,O0480,P0235,3,27759.06,32,True
I00547,O0877,P0258,2,20677.77,24,False
I00548,O0526,P0033,2,6520.05,46,False
I00549,O0577,P0174,4,71430.74,17,False
I00550,O0804,P0156,4,19803.24,30,False
I00551,O0386,P0242,5,8752.71,32,False
I00552,O0795,P0270,3,80473.24,37,False
I00553,O0357,P0300,5,117411.85,1,False
I00554,O0873,P0082,2,98646.11,43,False
I00555,O0488,P0166,2,122216.55,46,False
I00556,O0815,P0122,1,110067.9,24,False
I00557,O0774,P0216,1,94438.26,2,False
I00558,O0868,P0038,4,136021.12,1,False
I00559,O0946,P0090,3,74997.86,8,False
I00560,O0653,P0294,5,95960.31,28,False
I00561,O0696,P0147,2,88715.59,33,False
I00562,O0829,P0099,1,41760.96,42,False
I00563,O0099,P0105,1,51677.99,23,False
I00564,O0793,P0209,5,16619.33,11,False
I00565,O0699,P0271,4,121950.76,30,False
I00566,O0513,P0181,3,82490.6,8,False
I00567,O0821,P0035,4,19127.74,4,False
I00568,O0583,P0041,2,115860.12,7,False
I00569,O0511,P0119,1,13407.62,14,False
I00570,O0842,P0149,3,62632.99,10,False
I00571,O0992,P0148,1,61228.72,33,False
I00572,O0955,P0257,3,12090.88,44,False
I00573,O0914,P0057,5,138332.49,16,False
I00574,O0669,P0016,1,29737.93,21,False
I00575,O0910,P0031,2,18053.29,21,False
I00576,O0947,P0032,2,7593.06,36,False
I00577,O0927,P0019,3,61789.2,38,False
I00578,O0758,P0042,5,40823.24,46,False
I00579,O0043,P0054,1,74841.17,22,False
I00580,O0442,P0245,3,150463.62,14,False
I00581,O0022,P0029,1,31712.07,34,False
I00582,O0623,P0195,1,117371.89,49,False
I00583,O0387,P0065,4,86305.06,7,False
I00584,O0449,P0061,5,24045.44,12,False
I00585,O0352,P0224,1,65336.24,0,False
I00586,O0233,P0212,5,151320.43,0,False
I00587,O0895,P0128,1,90977.43,11,False
I00588,O0290,P0023,3,15290.47,15,False
I00589,O0300,P0067,5,139178.34,42,False
I00590,O0079,P0040,3,68282.27,45,False
I00591,O0753,P0183,2,60489.96,23,False
I00592,O0799,P0283,3,66196.07,17,False
I00593,O0327,P0278,5,85174.55,26,False
I00594,O0723,P0249,3,77331.82,33,False
I00595,O0237,P0157,5,8034.38,50,False
I00596,O0146,P0019,2,57096.24,29,False
I00597,O0976,P0059,1,111520.88,17,False
I00598,O0603,P0197,3,80126.5,17,False
I00599,O0876,P0197,4,87870.17,28,True
I00600,O0046,P0115,2,136904.64,34,False
I00601,O0054,P0157,1,7975.81,1,False
I00602,O0932,P0173,3,26555.86,48,False
I00603,O0029,P0175,5,69132.3,46,False
I00604,O0951,P0030,1,156799.37,43,False
I00605,O0295,P0274,4,120455.13,49,False
I00606,O0532,P0134,2,44965.75,15,False
